movie_name,movie_description,target,id
In Your Eyes,A neglected and sheltered housewife (Zoe Kazan) shares a metaphysical connection with a charismatic ex-con (Michael Stahl-David).,Comedy,2f69e826
Light Sleeper,"A Manhattan drug dealer with a wealthy clientele, John LeTour (Willem Dafoe) reevaluates both his trade and his life after discovering that his supplier, Ann (Susan Sarandon), is planning on quitting the business. When John runs into his old flame Marianne (Dana Delany), he sees reconnecting with her as a way to change for the better, but she is reluctant to rekindle the romance. Complicating John's life further is a series of drug-related murders that has the police pegging him as a suspect.",Mystery,43afb3bd
Mom,Arya's life changes when she is brutally gang-raped by a group of spoiled rich students from her school and two of their house helps. Her stepmother seeks justice and takes the help of a detective to teach the perpetrators a lesson.,Mystery,2e70cd1e
Stratton,"After the death of his American counterpart, an MI6 agent and his team must race against time to stop a madman from unleashing stolen chemical weapons.",Action,0650919f
The Clearing,"Wayne Hayes (Robert Redford) and his wife, Eileen (Helen Mirren), seem to have it all. Over the years, they've built a prosperous business together while raising their two children, Tim and Jill. But the family's dream life becomes nightmarish when disgruntled employee Arnold Mack (Willem Dafoe) kidnaps Wayne and holds him for ransom. The FBI invades their home and scrutinizes every detail of their life -- and ultimately, it is left to Eileen to deliver the ransom and rescue her husband.",Mystery,68c7653f
The Ewok Adventure,"When a family's spacecraft crashes on the forest moon of planet Endor, teenage son Mace (Eric Walker) and his little sister, Cindel (Aubree Miller), find themselves separated from their parents. Soon these lost children encounter the Ewoks, the small and furry warriors who call the moon home. With the help of these adorable yet fearless natives, brother and sister set out on a quest to rescue their parents from the grip of a vicious monster known as the Gorax.",Kids,c8afc064
The Fortune Cookie,"While taping a football game, cameraman Harry Hinkle (Jack Lemmon) ends up slightly injured after a collision with star player ""Boom Boom"" Jackson (Ron Rich). When Hinkle's scheming brother-in-law, lawyer Willie Gingrich (Walter Matthau), catches wind of the incident, he wants Hinkle to feign paralysis to scam the insurance company. Hinkle agrees to the plan, if only to win back his ex (Judi West). But Hinkle's growing friendship with a guilt-ridden Jackson has him questioning the ploy.",Comedy,3499a598
The Longest Yard,"An ex-football star doing time is forced by the warden to organize a team of inmates to play against his own line-up of guards. The warden tries to blackmail him into throwing the game, but the convicts have their own ideas and see the game as an opportunity to repay some of the brutality they have endured.",Comedy,ad88f201
The Prowler,"A crazed World War II veteran gets revenge on his ex-girlfriend and her boyfriend, then stalks teens 35 years later.",Horror,b687ea9d
Troop Beverly Hills,"With her marriage breaking up, Beverly Hills housewife Phyllis Nefler (Shelley Long) boosts her self-esteem by leading a local troop of Wilderness Girls. Although Phyllis' version of roughing it is spending the night at the Beverly Hills Hotel, that suits her privileged troop members just fine. Unfortunately, when Phyllis falls afoul of a rival leader, the girls are threatened with having their group dissolved -- unless they can prove their wilderness skills at the annual jamboree.",Comedy,a21eff44
Tyler Perry's Temptation: Confessions of a Marriage Counselor,"Judith (Jurnee Smollett-Bell) has known her husband, Brice (Lance Gross), since they were in high school, but now their marriage is growing stale. Having just completed her graduate work in psychotherapy, she's eager to begin a career as a marriage counselor. She takes an internship at a matchmaking firm for millionaires and meets Harley (Robbie Jones), a charismatic client who makes no effort to hide his attraction to Judith. Judith succumbs to his charms, placing her marriage in jeopardy.",Drama,f38d6438
Volunteers,"Hoping to avoid gambling debts, rich playboy Lawrence Bourne (Tom Hanks) stows away on a plane of Peace Corps volunteers set for Thailand. Once aboard, he meets the outrageously affable Tom Tuttle (John Candy), who shows him the ropes. After landing, the crew is stationed in a small town where they are to construct a bridge. Along with the lovely and altruistic Beth Wexler (Rita Wilson), the group begins work, but soon discover the CIA, communists and a drug lord are eyeing the bridge.",Comedy,ea95bf81
Weekend,"Roland Durand (Jean Yanne) and his wife Corinne (Mireille Darc) embark on a weekend getaway to the French countryside. Each is contemplating adultery as they head for the coast, but end up ensnared in a traffic jam along the way. Hilarity ensues in this absurdist romp as it devolves into all manners of human folly and destruction, and the fated couple encounters such colorful characters as the leader of the FLSO (Jean-Pierre Kalfon) and Saint-Just (Jean-Pierre Léaud).",Comedy,562e5974
Worry Dolls,"Guatemalan parents teach their children to allay their troubles by getting handmade worry dolls, but several of these talismans find their way into the hands of residents of a small Southern town and set off a grisly wave of bloodshed.",Horror,b205255d
An American Tail: Fievel Goes West,"Fievel and family continue their pursuit of the American dream by heading West. Fievel wants to be a lawman and his sister wants to make it as a dance hall singer. They are trying to get away from cats, but they find their move doesn't work out as easy as they would like.",Kids,de98ec43
Be Cool,"Having made the transition from gangster to movie producer, Chili Palmer (John Travolta) is ready for the next big move. Setting his sights on the music industry, Palmer enters a precarious business that has more than just temperamental musicians: Russian mobsters, rival producers and hit men are out to bring him down. From witnessing the murder of his friend (James Woods) to romancing a music executive's widow (Uma Thurman), it seems as though it might all fall apart, but Palmer has his ways.",Comedy,b5582228
Diner,"Billy (Timothy Daly) returns home to Baltimore to serve as the best man at his upcoming wedding of his childhood buddy Eddie (Steve Guttenberg). In the meantime, he and Eddie get together with their friends at the local diner, where they trade stories about their lives. All they really want to do is go back to being the carefree boys they once were, but they know it cannot be. Their funny and at times revealing exchanges help each other face the mounting responsibility of adulthood.",Comedy,968ee69e
Get a Job,A young man (Miles Teller) and his girlfriend (Anna Kendrick) struggle to find desirable employment after graduating from college.,Comedy,cb9441bb
Gett: The Trial of Viviane Amsalem,"An Israeli woman (Ronit Elkabetz) fights for three years to obtain a divorce from her devout husband (Simon Abkarian), who refuses to grant his permission to dissolve the marriage.",Drama,927a79e3
Kickboxer: Retaliation,"One year after avenging his brother's murder, MMA champion Kurt Sloane finds himself imprisoned by a powerful gangster in Thailand. To win back his freedom, he must train for a fight against a 400-pound killer in an underground death match.",Action,7035bb7b
Lilo & Stitch 2: Stitch Has a Glitch,"Life gets complicated for little Lilo (Dakota Fanning) after Stitch (Chris Sanders) -- the extraterrestrial pet created by bumbling alien scientist Dr. Jumba Jookiba (David Ogden Stiers) -- begins to malfunction. As Stitch's condition worsens, Lilo struggles to choreograph an original hula dance for an upcoming competition at her school. When she realizes something is terribly wrong, Lilo and Jookiba scramble to build an advanced device capable of saving Stitch from certain death.",Kids,901cc7fb
Manglehorn,"In small-town Texas, a reclusive and bitter locksmith (Al Pacino) spends his days pining for the woman he lost because of the bad choices he made.",Drama,e54ca632
Mr. and Mrs. Smith,"When David Smith (Robert Montgomery) concedes to his wife, Ann (Carole Lombard), that he's not quite satisfied with their marriage, the couple's relationship spins into disarray. In the wake of David's confession, Ann learns that because of a legal snafu, they're not actually married. Ann uses her freedom to try the dating market, where she's courted by Jeff Custer (Gene Raymond), one of David's professional colleagues. David's attempts to win her back lead to several humorous situations.",Comedy,73193fd3
Normal,A fatal accident propels several lives into tragic tailspins.,Drama,b63589fb
Pacific Heights,"Unmarried yuppies Patty (Melanie Griffith) and Drake (Matthew Modine) move into an expensive dream home in a high-end neighborhood in San Francisco. As they renovate the house, they look for a tenant for the first floor of their house. Carter Hayes (Michael Keaton) seems like a great fit at first, but it transpires that he is a con artist who plans to swindle them out of their real estate. As Hayes tries to drive them out of their own home, the couple must take drastic measures to fight back.",Mystery,cb23d274
Pee-wee's Big Holiday,A fateful meeting with a mysterious stranger inspires Pee-wee (Paul Reubens) to take his first-ever holiday.,Comedy,992100b0
Phantasm II,"Years after surviving his encounter with the sinister Tall Man (Angus Scrimm), Mike Pearson (James LeGros), now a mental patient, still has nightmares about the evil gaunt mortician. Upon being released from the institution, Mike and his friend Reggie (Reggie Bannister) set out to track down the Tall Man and end his murderous and macabre practices. Also involved is Liz Reynolds (Paula Irvine), a pretty young woman who has a psychic connection to both Mike and the Tall Man.",Horror,625a648a
Pocahontas II: Journey to a New World,"In this animated sequel, John Smith (Donal Gibson) goes missing after soldiers try to capture him on charges of treason that were trumped up by devious Gov. Ratcliffe (David Ogden Stiers). Smith's longtime love, Native American princess Pocahontas (Irene Bedard), is devastated by the news. In the meantime she must voyage to England as an ambassador. With her dashing guide, John Rolfe (Billy Zane), Pocahontas enters a strange new world, determined prevent an unjust war against her people.",Kids,2237c511
Sandy Wexler,"Sandy Wexler (Adam Sandler) is a talent manager working in Los Angeles in the 1990s who diligently represents a group of eccentric clients on the fringes of show business. His single-minded devotion is put to the test when he falls in love with his newest client, Courtney Clarke (Jennifer Hudson), a tremendously talented singer whom he discovers at an amusement park.",Comedy,34e3acef
Tethered,"In the remote woods of North Carolina, a blind teenager named Solomon lives by himself in total isolation. Despite his impairment, Solomon is able to navigate his surroundings by tying a long rope around his waist that stays tethered to the cabin where he lives. Armed with only his tether, Solomon survives by fishing, foraging, and trapping small animals for food. His only other stimulation is a tape recorded message containing three mysterious rules: The First Rule: When you hunt or scavenge, do it for two--one for the forest and one for you. The Second Rule: When your will is almost gone and you feel like giving up, find comfort in singing our song. The Third Rule: You must never, ever let go of the rope.",Horror,ee954d60
The Cincinnati Kid,"Young poker player Eric Stoner (Steve McQueen), also known as the ""Cincinnati Kid,"" wants to build his reputation by beating the best player around, Lancey ""The Man"" Howard (Edward G. Robinson). Through Stoner's friend, ""Shooter"" (Karl Malden), a game with Howard is scheduled. However, Stoner discovers the game is being fixed against Howard by Slade (Rip Torn) out of revenge for a bad loss he suffered to Howard. Stoner objects because he feels he can take the match on his own merits.",Drama,caa2435a
"The Long, Long Trailer","Nicholas Collini (Desi Arnaz) has to travel for his job as an engineer -- so his fiancée, Tacy (Lucille Ball), suggests that rather than buy a house after their wedding, they invest in a motor home so they can see the country together. But the aggravations of life with nosy trailer park neighbors and the dangers of piloting an enormous trailer across narrow country roads soon take their toll on the happy couple, putting their young marriage in turmoil.",Comedy,1c7baa57
The Return,"Andrey (Vladimir Garin) and Ivan (Ivan Dobronravov) are brothers who have been raised alone by their mother. When their father (Konstantin Lavronenko) suddenly returns home after vanishing some 12 years earlier, they are both extremely happy to see him back in their lives. Ivan, however, quickly grows suspicious of his father, and determines to find out where exactly his father vanished to all those years ago, and why he suddenly decided to come back into their lives now.",Drama,d40ef821
The Shape of Things,"The Shape of Things, a contemporary story of love and art set in a college town, follows the steadily intensifying relationship between Evelyn (Rachel Weisz) and Adam (Paul Rudd). As Evelyn strengthens her hold on Adam, his emotional and physical evolution discomforts his friends Jenny (Gretchen Mol) and Philip (Frederick Weller), with unexpected consequences for all.",Drama,d0407be5
The Turin Horse,A monumental windstorm and an abused horse's refusal to work or eat signals the beginning of the end for a poor farmer and his daughter.,Drama,1e57aa68
Wild Indian,"Decades after covering up his classmate's murder, Michael (Michael Greyeyes) has moved on from his reservation and fractured past. When a man who shares his violent secret seeks vengeance, Michael goes to great lengths to protect his new life with his wife (Kate Bosworth) and boss (Jesse Eisenberg) from the demons of his past.",Mystery,8112aeb1
Woe,A brother and sister stumble upon their father's secret one year after his death. They soon learn that this secret may not be his alone.,Horror,1a3d6ffd
Yinz,The aftermath of a prank gone awry tests the bond of three high school friends as an illicit relationship with an older woman is revealed.,Mystery,c4d043f2
Around the World in 80 Days,"Victorian-era Englishman Phileas Fogg (David Niven) proclaims before his fellow members of a London gentleman's club that he can circumnavigate the globe in a mere 80 days, further boasting that he will bet the princely sum of 20,000 pounds on the success of his endeavor. With his stalwart manservant Passepartout (Cantinflas) alongside, he goes forth on his adventure, pursued by a dogged Police Inspector (Robert Newton) who suspects Fogg of chicanery.",Comedy,ab65afcc
Arthur,"Wealthy New York City playboy Arthur Bach (Dudley Moore) is perpetually drunk and completely rudderless. Dutifully supported by his sharp-tongued and quick-witted butler, Hobson (John Gielgud), Arthur reluctantly prepares to enter into an arranged marriage with heiress Susan Johnson (Jill Eikenberry). When he meets Linda Marolla (Liza Minnelli), a waitress from Queens, he falls head over heels in love, but if he backs out of his engagement with Susan, he may lose his fortune.",Comedy,41ce500e
Blood Fest,"Fans flock to a festival celebrating the most iconic horror movies, only to discover that the charismatic showman behind the event has a diabolical agenda. As festival attendees start dying, three teenagers -- more schooled in horror-film cliches than practical knowledge about neutralizing psycho killers -- must band together and battle through various madmen and monstrosities to survive.",Comedy,6caaa211
Caddyshack II,"Jack Hartounian (Jackie Mason), a boorish but good-hearted real estate tycoon, applies for membership at a snooty country club, but is blackballed by the old-money WASPs, led by Chandler Young (Robert Stack). As revenge, he simply buys the club outright and turns it into a garish amusement park. Chandler wants to win the property back by challenging Jack to a golf match, but he hedges his bets by hiring deranged mercenary Tom Everett (Dan Aykroyd) to eliminate his competition.",Comedy,ad14255e
Children of a Lesser God,"Starting his new job as an instructor at a New England school for the deaf, James Leeds (William Hurt) meets Sarah Norman (Marlee Matlin), a young deaf woman who works at the school as a member of the custodial staff. A romance slowly develops between the pair in spite of Sarah's withdrawn emotional state due in part to her difficult relationship with her mother (Piper Laurie). Matlin, who is deaf in real life, won the Academy Award for Best Actress for this, her first film role.",Drama,e1528dde
Deadly Switch,"When a foreign exchange student becomes the target of a dangerous stalker, she accepts the invitation to move in with her roommate's family in their idyllic town.",Mystery,d48b69c7
Debt Collectors,A martial artist takes a job as a debt collector for the mob.,Action,ec7064ac
Elizabeth is Missing,"Glenda Jackson stars as Maud, a woman determined to find her missing friend Elizabeth -- but can she solve the mystery of her disappearance before her dementia erases all the clues?",Drama,ff1ddbee
Frankenhooker,A New Jersey mad doctor (James Lorinz) rebuilds his girlfriend (Patty Mullen) with body parts from exploded hookers.,Comedy,16272f39
Gemini,"A heinous crime tests the complex relationship between a Hollywood starlet and her tenacious personal assistant. As the assistant unravels the mystery, she must confront her own understanding of friendship, truth and celebrity.",Mystery,bc81147d
In for a Murder,A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder.,Drama,4810bf4f
Kindred Spirits,A successful single mother's carefree sister reappears out of the blue one day to stay with her and her teenage daughter.,Mystery,4f151f1f
Look Who's Talking,"The romantic ups and downs of accountant Mollie Jensen (Kirstie Alley) are viewed cynically by a most unusual bystander -- her talking newborn, Mikey (Bruce Willis). She becomes pregnant through an affair with a married man, Albert (George Segal), and then counts on the friendship of taxi driver James (John Travolta) once she discovers Albert is a lying cad. Although Mikey likes James, and James cares for both the baby and Mollie, she isn't sure she can settle down with a blue-collar boyfriend.",Comedy,ca414ab4
Manhattan Murder Mystery,"Larry Lipton (Woody Allen) and his wife, Carol (Diane Keaton), are adjusting to life with their son away at college when they meet their older neighbor, Lillian House (Lynn Cohen), and her husband, Paul (Jerry Adler). Upon hearing of Lillian's sudden death, Carol grows suspicious of the circumstances surrounding her demise and comes to believe Paul may have killed her. Unwilling to let her curiosity subside, she convinces Larry to join her in getting to the bottom of the mystery.",Comedy,404d37a1
Night Moves,"Two Oregon environmentalists (Jesse Eisenberg, Dakota Fanning) and a former Marine (Peter Sarsgaard) hatch a plan to blow up a hydroelectric dam.",Mystery,8eba2708
Once Upon A Time in Anatolia,Tensions rise as a group of Turkish officials and civilians conduct a nighttime search for a buried homicide victim.,Drama,adb6df2e
Pearl,"Traumatized by the sudden death of her mother, 16-year-old Pearl goes off to live with Jack -- the cynical father she never knew.",Drama,d69d71c0
Rams,A hard-drinking Icelandic farmer (Theodór Júlíusson) and his estranged brother (Sigurður Sigurjónsson) band together to save their flocks of sheep from authorities who want the animals destroyed.,Comedy,c023356e
Rockstar,Janardan wants to be a star and realizes he has to suffer through a tragedy to become famous.,Drama,07bfcd8d
Scenes From a Marriage,"Johan (Erland Josephson) and Marianne (Liv Ullmann) are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.",Drama,e73268c8
Shampoo,"Against the backdrop of Nixon's election to office, Beverly Hills hairdresser and notorious rake George Roundy (Warren Beatty) runs into trouble when his lascivious habits begin to clash with his more responsible business ambitions. Things get even more complex when Roundy asks his wealthy mistress, Felicia Karpf (Lee Grant), for a business loan, unaware that his best friend and ex-girlfriend, Jackie (Julie Christie), is sleeping with Karpf's husband, Lester (Jack Warden).",Comedy,04b74ed0
Starfish,A couple's love is tested to its limit after their perfect life falls apart in a single moment.,Drama,f6fd87b8
Sun Children,"SUN CHILDREN is the story of 12-year-old ALI and his three friends. Together they work hard to survive and support their families, doing small jobs in a garage and committing petty crimes to make fast money. In a turn of events that seems miraculous, Ali is entrusted to find a hidden treasure underground. He recruits his gang, but first, to gain access to the tunnel, the children must enroll at the Sun School, a charitable institution that tries to educate street kids and child laborers, close to where the treasure is located.",Drama,95b137a3
Tales From the Crypt Presents Bordello of Blood,"After her troublemaking brother, Caleb (Corey Feldman), goes missing, Katherine Verdoux (Erika Eleniak) seeks the services of sarcastic private investigator Rafe Guttman (Dennis Miller) to track the errant youth down. Rafe eventually determines that Caleb is in the thrall of Lilith (Angie Everhart), a powerful vampire who operates a seedy brothel. When Rafe and Katherine set out to rescue Caleb, they must contend with the lethal Lilith and her evil minions.",Horror,90417d61
The Edge of Love,"Two women (Keira Knightley, Sienna Miller) are best friends and rivals for the love of poet Dylan Thomas.",Drama,af5e0237
The Liability,"After Adam wrecks his stepfather's car, he takes a job as a driver for Roy, a hit man. Thrust into a world of murder and revenge, he begins to realize he is Roy's final target.",Mystery,87d2fe4d
The Lords of Flatbush,"Two members (Perry King, Sylvester Stallone) of a social club in 1950s Brooklyn have more interest in romance than in rumbles.",Comedy,8bfa828f
Untitled Horror Movie,"A comedy about making a horror movie from the director who brought you Truth or Dare (2017). With their hit TV show on the brink of cancellation, six actors decide to film their own horror movie, unintentionally summoning a spirit with an affinity for violence.",Horror,c9cda242
Army of One,A soldier seeks revenge against members of a brutal drug cartel who killed her husband and left her for dead.,Action,7f8d64ce
Blue My Mind,"Mia, 15, is facing an overwhelming transformation. Her body is changing radically, and despite desperate attempts to halt the process, she is soon forced to accept that nature is far more powerful than her.",Drama,7606c044
Brain Freeze,"At the beginning of winter, in a posh enclave where leisure and money know no bounds, a golf club hires an unscrupulous Multinational to genetically modify its turf so that it can be open year-round. The water on Peacock Island becomes contaminated with a ""revolutionary"" fertilizer that melts the snow, but turns its inhabitants into mutants. Transformed by this intelligent molecule, the mutants' mission is to expand the perfect lawn throughout the island while their bodies decompose into grass. 15-year-old André witnesses the outbreak of the epidemic that leaves him an orphan. Horrified, he fights for his survival and that of his little sister, Annie, when he meets Dan, a 50-year-old security guard and wannabe survivalist. Dan has taken shelter in an upscale grocery store where he hides his infected 20-year-old daughter Patricia in a refrigerator. He is convinced an antidote can be found. In an effort to increase his ratings, a Trash-Radio host encourages the population to be wary of the victims and pushes the government to eliminate them while the occult and sprawling forces of the Multinational seek to erase any trace of its involvement. As the clock ticks, André and Dan search for answers. In a quest that leads them and their respective protégés from the island's Water Treatment Plant to the Golf Clubhouse -- the unlikely quartet will have to face zombies at every corner and face off with mercenary twins sent by the Multinational to eliminate all traces of the cursed fertilizer. But this will not happen without a hitch...",Horror,959543c8
Disclosure,Parents viciously confront one another when a 4-year-old girl makes a serious allegation against a politician's 9-year-old son.,Drama,3d7054db
Fred 2: Night of the Living Fred,A teenager (Lucas Cruikshank) tries to convince everyone that his new neighbor (Seth Morris) is a vampire.,Kids,5553d51e
Happily,"A happily married couple (Joel McHale and Kerry Bishé) discover their friends are resentful of their lustful relationship. When a visit from a mysterious stranger leads to a dead body, they begin to question the loyalty of their so-called friends.",Comedy,4a689ae7
History of the World: Part I,"Human history is traced through a series of vignettes, beginning with cavemen awestruck by their own magnificence. Then Moses (Mel Brooks) receives the tablets containing the ""15"" commandments, and Emperor Nero (Dom DeLuise) presides over a madcap Rome with his wife, Nympho (Madeline Kahn). Jumping ahead, the Spanish Inquisition softens repression with song and dance, and a few centuries later Madame Defarge (Cloris Leachman) is fomenting revolution in France.",Comedy,0fa3fe3a
Lucas,"Lucas (Corey Haim) is an unusually bright teenager whose nerdy looks and meek demeanor make him a favorite target for bullies. His life at school seems to improve when he befriends Maggie (Kerri Green), a cute new girl whose love interest, Cappie (Charlie Sheen), protects him from harassment. However, despite his friend Rina's (Winona Ryder) clear affection for him, Lucas falls for Maggie, and in a final effort to impress her, joins the high school football team.",Comedy,0f8a26ab
Return to Never Land,"Wendy is all grown up, with children of her own, and as the blitzkrieg rages, she calms them with tales of Peter Pan. Wendy's stubborn 12-year-old daughter, Jane, has no patience for such nonsense until Capt. Hook uses the girl as a pawn in capturing his arch-rival. Peter Pan, Tinker Bell, and the Lost Boys come to her aid; however, even they cannot make Jane a believer in the magic of imagination. Unless she believes, she cannot fly, and there is no other way for her to return home.",Kids,aff41a52
Rushed,"RUSHED is the story of Barbara O'Brien, an Upstate NY, Irish Catholic mother who says her rosary daily, then swears profusely as she drives her kids to school. Barbara's life is ruined when her son Jimmy, a college freshman, is involved in a fraternity hazing incident. Barbara resorts to extreme measures when she encounters empty promises in Washington, D.C.",Mystery,4a19313a
Seance,"Camille Meadows is the new girl at the prestigious Edelvine Academy for Girls. Soon after her arrival, six girls invite her to join them in a late-night ritual, calling forth the spirit of a dead former student who reportedly haunts their halls. But before morning, one of the girls is dead, leaving the others wondering what they may have awakened.",Horror,28d210d4
Terror Train,"During a hazing, a fraternity of pre-med students has a particularly sinister prank in store for one their more timid pledges (Derek MacKinnon). With the help of a coed, Alana Maxwell (Jamie Lee Curtis), they pull off the prank so well that the pledge needs to be institutionalized as a result. After several years pass and people forget the incident, those involved with the prank are ready to celebrate their graduation by having a costume party on a train, but they haven't escaped their past yet.",Horror,92248139
The Dinner,"As two couples dine at an upscale restaurant, their polite discourse disguises the fact that they are struggling with weighty family issues.",Mystery,467114ad
The Driver's Seat,"A woman (Elizabeth Taylor) flies to Rome on a reckless quest, not for love but for death.",Drama,a2c56f91
The Raven,"Magician Erasmus Craven (Vincent Price) is still deeply depressed two years after the death of his beloved wife, Lenore (Hazel Court). One day, he's visited by Adolphus Bedlo (Peter Lorre), who has been transformed into a raven after losing a duel to Dr. Scarabus (Boris Karloff), an evil wizard. After Craven transforms Bedlo back into a human, Bedlo claims to have seen Lenore's ghost at Scarabus' castle, prompting the two to head to Scarabus' castle to seek Craven's lost love.",Horror,dcd99b7c
The Wraith,The mysterious driver (Charlie Sheen) of a turbocharged domestic car drag-races an Arizona hot rodder (Nick Cassavetes) in the desert.,Action,a074aa6a
Troop Zero,Misfit Birdie Scouts enter a national competition.,Comedy,d7b14cbd
We're No Angels,"After breaking out of prison on Devil's Island, Joseph (Humphrey Bogart) and his two cohorts flee to a nearby town and hide in a shop run by kindhearted Felix (Leo G. Carroll) ; his wife, Amelie (Joan Bennett) ; and their daughter. The three men plan to rob the store and board a ship the next day, but they soon change their minds after sharing Christmas dinner with the family. When they learn of the family's financial troubles, the convicts decide instead to carry out a few good deeds.",Comedy,7c5f5dba
90 Minutes in Heaven,"Pronounced dead by rescue workers after a car accident, Texas pastor Don Piper (Hayden Christensen) believes that he visited heaven before springing back to life 90 minutes later.",Drama,470ff40c
A Day in the Country,"During a summer afternoon, Parisian merchant Monsieur Dufour (Andre Gabriello) takes his extended family out to the countryside for some rest and relaxation. On their outing, the Dufour party meets two locals at an inn, and the young men offer to take the women boating while the father and his future son-in-law (Paul Temps) go fishing. But, before long, engaged Henriette Dufour (Sylvia Bataille) falls for her guide, Henri (Georges D'Arnoux), and a new romance begins.",Comedy,d146f82f
All Things Fair,"Stig (Johan Widerberg) is 15 years old and lives in neutral Sweden while the rest of the world is swept up in World War II. Like many other boys in his school, he's in love with biology teacher Viola (Marika Lagercrantz), but, unlike other boys, he secretly starts seeing her. Viola confesses to Stig that he provides her with much-needed comfort since her marriage to Kjell (Tomas von Brömssen), a drunk, is falling apart. Their relationship grows complicated when Kjell discovers their affair.",Drama,9664a34a
BPM (Beats Per Minute),"Nathan is a young man who joins an AIDS activist group in 1990s Paris. As he attends the weekly meetings, he learns that some members prefer a more radical approach to their protests.",Drama,06634787
Coming From Insanity,An ambitious currency agent becomes determined to bring a talented counterfeiter to justice.,Mystery,8ba11ef0
Drunken Master II,"From a land where honor and tradition reign, comes the legend of a martial-arts hero unlike any other -- the ""Drunken Master"" -- who can turn just one drink into devastation and humiliation for his enemies. His technique is fast, furious... and powerfully funny.",Action,d1ba80ab
Eye Without a Face,"Henry, an agoraphobic and anxious young man living in Los Angeles, hacks into the webcams of various selected young women who inhabit the city. He watches over them in their daily lives, seeing himself as their guardian angel. When his new charming roommate Eric, a Youtuber and struggling actor pushes him to get out into the real world, he unknowingly puts Henry in danger. And as Henry starts to suspect one of the women he watches, Laura, of being a killer, everything starts to spiral out of control.",Horror,d1572f2f
Hit & Run,"Charlie Bronson (Dax Shepard), a nice guy with a shady past as a getaway driver, breaks out of the witness protection program in a backwater California town to drive his girlfriend, Annie (Kristen Bell), to Los Angeles for an important job interview. The pair's road trip takes an awkward and dangerous turn when they find that an inept federal agent (Tom Arnold) and the mobster (Bradley Cooper) he testified against are both trying to hunt them down.",Comedy,54ec6e7d
Ladybugs,"Forced to coach a girls soccer team, a salesman (Rodney Dangerfield) stacks it with his girlfriend's son (Jonathan Brandis) in disguise.",Comedy,e907dc47
No Good Deed,"An unsuspecting Atlanta woman (Taraji P. Henson) lets in a charming stranger (Idris Elba) to use her phone and soon believes the adage ""no good deed goes unpunished"" when he takes over her home and terrorizes her family.",Mystery,03bb56ab
Shocker,"After being captured for a series of gruesome murders, Horace Pinker, a television repairman, faces execution by the electric chair -- but a deal with the devil allows him to come back as electricity. Once he changes into his new form, Pinker goes after the detective that brought him down, Lt. Don Parker, as well as Parker's adopted son, Jonathan. However, Jonathan's mysterious connection to Pinker through dreams might help track the killer's moves.",Horror,43f1128f
The Bang Bang Club,"Photojournalists (Ryan Phillippe, Taylor Kitsch, Frank Rautenbach) put themselves in harm's way as they shoot evidence of atrocities committed in the final days of South African apartheid.",Drama,51314e17
The Bitter Tears of Petra von Kant,"Two women (Hanna Schygulla, Irm Hermann) form a sexual triangle with a fashion designer (Margit Carstensen) in her arty apartment.",Drama,92b92c70
The Day Shall Come,"An impoverished preacher who brings hope to the Miami projects is offered cash to save his family from eviction. He has no idea his sponsor works for the FBI, and the FBI plans on turning him into a criminal by fueling his revolutionary dreams.",Comedy,ee08cf50
The Garden of Words,No one seems to understand a teen and his future dreams -- until he meets a troubled and distant girl in the park one day.,Drama,112c7681
The Good Doctor,A young physician (Orlando Bloom) becomes dangerously obsessed with a teenage patient (Riley Keough) and falls into an illicit romance. Things quickly spin out of control when an orderly finds out and blackmails the doctor.,Mystery,135ae16c
The Greasy Strangler,"Ronnie (Michael St. Michaels) runs a disco walking tour along with his browbeaten son, Brayden (Sky Elobar). When a sexy, alluring woman named Janet (Elizabeth De Razzo) comes to take the tour, it begins a competition between father and son for her attentions. It also brings about the appearance of an oily, slimy, inhuman maniac who stalks the streets at night and strangles the innocent-soon dubbed the Greasy Strangler.",Horror,bdd45a54
The Magnificent Ambersons,"Orson Welles' acclaimed drama follows two generations in a well-to-do Indianapolis family. Isabel Amberson receives a proposal from dashing Eugene (Joseph Cotten), but opts instead to marry boring Wilbur. Time passes, and Wilbur and Isabel's only son, George (Tim Holt), is loathed as a controlling figure in the town. When Wilbur dies, Eugene again proposes to Isabel, but George threatens the union. As George in turn courts the woman he wants to marry, a string of tragedies befalls the family.",Drama,d53d381b
The Meddler,"After the death of her husband, a woman (Susan Sarandon) moves from New Jersey to Los Angeles to be closer to her daughter (Rose Byrne).",Comedy,f2d3eefd
The Santa Clause 2,"Scott Calvin (Tim Allen) has been in the role of Santa for the past eight years, and his loyal elves consider him the best one ever. But the world of the ""Merry Old Soul"" turns upside down when he's dealt a double whammy of news: Not only has his son, Charlie (Eric Lloyd), landed on this year's naughty list, but Scott discovers that he must marry by Christmas Eve -- just a month away! -- or he will stop being Santa Claus forever.",Kids,f95ebf5b
